time,committee,daon,decentruth,seenfeed,deepthought
1,0.0,0.0,0.0,0.0,0
6,0.0,0.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0
101,0.0,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0
111,0.0,0.0,0.0,0.0,0
116,0.0,0.0,0.0,0.0,0
121,0.0,0.0,0.0,0.0,0
126,0.0,0.0,0.0,0.0,0
131,0.0,0.0,0.0,0.0,0
136,0.0,0.0,0.0,0.0,0
141,0.0,0.0,0.0,0.0,0
146,0.0,0.0,0.0,0.0,0
151,0.0,0.0,0.0,0.0,0
156,0.0,0.0,0.0,0.0,0
161,0.0,0.0,0.0,0.0,0
166,0.0,0.0,0.0,0.0,0
171,0.0,0.0,0.0,0.0,0
176,0.0,0.0,0.0,0.0,0
181,0.0,0.0,0.0,0.0,0
186,0.0,0.0,0.0,0.0,0
191,0.0,0.0,0.0,0.0,0
196,0.0,0.0,0.0,0.0,0
201,0.0,0.0,0.0,0.0,0
206,0.0,0.0,0.0,0.0,0
211,0.0,0.0,0.0,0.0,0
216,0.0,0.0,0.0,0.0,0
221,0.0,0.0,0.0,0.0,0
226,0.0,0.0,0.0,0.0,0
231,0.0,0.0,0.0,0.0,0
236,0.0,0.0,0.0,0.0,0
241,0.0,0.0,0.0,0.0,0
246,0.0,0.0,0.0,0.0,0
251,0.0,0.0,0.0,0.0,0
256,0.0,0.0,0.0,0.0,0
261,0.0,0.0,0.0,0.0,0
266,0.0,0.0,0.0,0.0,0
271,0.0,0.0,0.0,0.0,0
276,0.0,0.0,0.0,0.0,0
281,0.0,0.0,0.0,0.0,0
286,0.0,0.0,0.0,0.0,0
291,0.0,0.0,0.0,0.0,0
296,0.0,0.0,0.0,0.0,0
301,0.0,0.0,0.0,0.0,0
306,0.0,0.0,0.0,0.0,0
311,0.0,0.0,0.0,0.0,0
316,0.0,0.0,0.0,0.0,0
321,0.0,0.0,0.0,0.0,0
326,0.0,0.0,0.0,0.0,0
331,0.0,0.0,0.0,0.0,0
336,0.0,0.0,0.0,0.0,0
341,0.0,0.0,0.0,0.0,0
346,0.0,0.0,0.0,0.0,0
351,0.0,0.0,0.0,0.0,0
356,0.0,0.0,0.0,0.0,0
361,0.0,0.0,0.0,0.0,0
366,0.0,0.0,0.0,0.0,0
371,0.0,0.0,0.0,0.0,0
376,0.0,0.0,0.0,0.0,0
381,0.0,0.0,0.0,0.0,0
386,0.0,0.0,0.0,0.0,0
391,0.0,0.0,0.0,0.0,0
396,0.0,0.0,0.0,0.0,0
401,0.0,0.0,0.0,0.0,0
406,0.0,0.0,0.0,0.0,0
411,0.0,0.0,0.0,0.0,0
416,0.0,0.0,0.0,0.0,0
421,0.0,0.0,0.0,0.0,0
426,0.0,0.0,0.0,0.0,0
431,0.0,0.0,0.0,0.0,0
436,0.0,0.0,0.0,0.0,0
441,0.0,0.0,0.0,0.0,0
446,0.0,0.0,0.0,0.0,0
451,0.0,0.0,0.0,0.0,0
456,0.0,0.0,0.0,0.0,0
461,0.0,0.0,0.0,0.0,0
466,0.0,0.0,0.0,0.0,0
471,0.0,0.0,0.0,0.0,0
476,0.0,0.0,0.0,0.0,0
481,0.0,0.0,0.0,0.0,0
486,0.0,0.0,0.0,0.0,0
491,0.0,0.0,0.0,0.0,0
496,0.0,0.0,0.0,0.0,0
501,0.0,0.0,0.0,0.0,0
506,0.0,0.0,0.0,0.0,0
511,0.0,0.0,0.0,0.0,0
516,0.0,0.0,0.0,0.0,0
521,0.0,0.0,0.0,0.0,0
526,0.0,0.0,0.0,0.0,0
531,0.0,0.0,0.0,0.0,0
536,0.0,0.0,0.0,0.0,0
541,0.0,0.0,0.0,0.0,0
